ID,Tank Failure Pressure (bar),Liquid Ratio (%),Tank Width (m),Tank Length (m),Tank Height (m),BLEVE Height (m),Vapour Height (m),Vapour Temperature (K),Liquid Temperature (K),Obstacle Distance to BLEVE (m),Obstacle Width (m),Obstacle Height (m),Obstacle Thickness (m),Obstacle Angle,Status,Liquid Critical Pressure (bar),Liquid Boiling Temperature (K),Liquid Critical Temperature (K),Sensor ID,Sensor Position Side,Sensor Position x,Sensor Position y,Sensor Position z
2578,17.9,0.2861182,2.6,7.4,1,1.4,0.8,382,350.8,5,6,15,0.8,24,Superheated,42.5,-42,96.7,14,2,6.25,2.2,5.7
2579,17.9,0.2861182,2.6,7.4,1,1.4,0.8,382,350.8,5,6,15,0.8,24,Superheated,42.5,-42,96.7,15,2,6.25,2.2,13
2580,17.9,0.2861182,2.6,7.4,1,1.4,0.8,382,350.8,5,6,15,0.8,24,Superheated,42.5,-42,96.7,16,2,6.25,5,-1.6
2581,17.9,0.2861182,2.6,7.4,1,1.4,0.8,382,350.8,5,6,15,0.8,24,Superheated,42.5,-42,96.7,17,2,6.25,5,5.7
2582,17.9,0.2861182,2.6,7.4,1,1.4,0.8,382,350.8,5,6,15,0.8,24,Superheated,42.5,-42,96.7,18,2,6.25,5,13
2583,17.9,0.2861182,2.6,7.4,1,1.4,0.8,382,350.8,5,6,15,0.8,24,Superheated,42.5,-42,96.7,19,3,6.7,-0.85,-1.6
2584,17.9,0.2861182,2.6,7.4,1,1.4,0.8,382,350.8,5,6,15,0.8,24,Superheated,42.5,-42,96.7,20,3,6.7,-0.85,5.7
2585,17.9,0.2861182,2.6,7.4,1,1.4,0.8,382,350.8,5,6,15,0.8,24,Superheated,42.5,-42,96.7,21,3,6.7,-0.85,13
2586,17.9,0.2861182,2.6,7.4,1,1.4,0.8,382,350.8,5,6,15,0.8,24,Superheated,42.5,-42,96.7,22,4,6.7,-0.6,13.3
2587,17.9,0.2861182,2.6,7.4,1,1.4,0.8,382,350.8,5,6,15,0.8,24,Superheated,42.5,-42,96.7,23,4,6.7,2.2,13.3
2588,17.9,0.2861182,2.6,7.4,1,1.4,0.8,382,350.8,5,6,15,0.8,24,Superheated,42.5,-42,96.7,24,4,6.7,5,13.3
2589,17.9,0.2861182,2.6,7.4,1,1.4,0.8,382,350.8,5,6,15,0.8,24,Superheated,42.5,-42,96.7,25,5,6.7,5.25,-1.6
2590,17.9,0.2861182,2.6,7.4,1,1.4,0.8,382,350.8,5,6,15,0.8,24,Superheated,42.5,-42,96.7,26,5,6.7,5.25,5.7
2591,17.9,0.2861182,2.6,7.4,1,1.4,0.8,382,350.8,5,6,15,0.8,24,Superheated,42.5,-42,96.7,27,5,6.7,5.25,13
2592,6.3,0.6801193,1.2,5.2,0.8,1,0.4,362.6,336,14,5,7,1.6,15,Superheated,42.5,-42,96.7,1,1,16.25,1.5,-1
2593,6.3,0.6801193,1.2,5.2,0.8,1,0.4,362.6,336,14,5,7,1.6,15,Superheated,42.5,-42,96.7,2,1,16.25,1.5,2.3
2594,6.3,0.6801193,1.2,5.2,0.8,1,0.4,362.6,336,14,5,7,1.6,15,Superheated,42.5,-42,96.7,3,1,16.25,1.5,5.6
2595,6.3,0.6801193,1.2,5.2,0.8,1,0.4,362.6,336,14,5,7,1.6,15,Superheated,42.5,-42,96.7,4,1,16.25,3.8,-1
2596,6.3,0.6801193,1.2,5.2,0.8,1,0.4,362.6,336,14,5,7,1.6,15,Superheated,42.5,-42,96.7,5,1,16.25,3.8,2.3
2597,6.3,0.6801193,1.2,5.2,0.8,1,0.4,362.6,336,14,5,7,1.6,15,Superheated,42.5,-42,96.7,6,1,16.25,3.8,5.6
2598,6.3,0.6801193,1.2,5.2,0.8,1,0.4,362.6,336,14,5,7,1.6,15,Superheated,42.5,-42,96.7,7,1,16.25,6.1,-1
2599,6.3,0.6801193,1.2,5.2,0.8,1,0.4,362.6,336,14,5,7,1.6,15,Superheated,42.5,-42,96.7,8,1,16.25,6.1,2.3
2600,6.3,0.6801193,1.2,5.2,0.8,1,0.4,362.6,336,14,5,7,1.6,15,Superheated,42.5,-42,96.7,9,1,16.25,6.1,5.6
2601,6.3,0.6801193,1.2,5.2,0.8,1,0.4,362.6,336,14,5,7,1.6,15,Superheated,42.5,-42,96.7,10,2,14.55,1.5,-1
2602,6.3,0.6801193,1.2,5.2,0.8,1,0.4,362.6,336,14,5,7,1.6,15,Superheated,42.5,-42,96.7,11,2,14.55,1.5,2.3
2603,6.3,0.6801193,1.2,5.2,0.8,1,0.4,362.6,336,14,5,7,1.6,15,Superheated,42.5,-42,96.7,12,2,14.55,1.5,5.6
2604,6.3,0.6801193,1.2,5.2,0.8,1,0.4,362.6,336,14,5,7,1.6,15,Superheated,42.5,-42,96.7,13,2,14.55,3.8,-1
2605,6.3,0.6801193,1.2,5.2,0.8,1,0.4,362.6,336,14,5,7,1.6,15,Superheated,42.5,-42,96.7,14,2,14.55,3.8,2.3
2606,6.3,0.6801193,1.2,5.2,0.8,1,0.4,362.6,336,14,5,7,1.6,15,Superheated,42.5,-42,96.7,15,2,14.55,3.8,5.6
2607,6.3,0.6801193,1.2,5.2,0.8,1,0.4,362.6,336,14,5,7,1.6,15,Superheated,42.5,-42,96.7,16,2,14.55,6.1,-1
2608,6.3,0.6801193,1.2,5.2,0.8,1,0.4,362.6,336,14,5,7,1.6,15,Superheated,42.5,-42,96.7,17,2,14.55,6.1,2.3
2609,6.3,0.6801193,1.2,5.2,0.8,1,0.4,362.6,336,14,5,7,1.6,15,Superheated,42.5,-42,96.7,18,2,14.55,6.1,5.6
2610,6.3,0.6801193,1.2,5.2,0.8,1,0.4,362.6,336,14,5,7,1.6,15,Superheated,42.5,-42,96.7,19,3,15.4,1.25,-1
2611,6.3,0.6801193,1.2,5.2,0.8,1,0.4,362.6,336,14,5,7,1.6,15,Superheated,42.5,-42,96.7,20,3,15.4,1.25,2.3
2612,6.3,0.6801193,1.2,5.2,0.8,1,0.4,362.6,336,14,5,7,1.6,15,Superheated,42.5,-42,96.7,21,3,15.4,1.25,5.6
2613,6.3,0.6801193,1.2,5.2,0.8,1,0.4,362.6,336,14,5,7,1.6,15,Superheated,42.5,-42,96.7,22,4,15.4,1.5,5.9
2614,6.3,0.6801193,1.2,5.2,0.8,1,0.4,362.6,336,14,5,7,1.6,15,Superheated,42.5,-42,96.7,23,4,15.4,3.8,5.9
2615,6.3,0.6801193,1.2,5.2,0.8,1,0.4,362.6,336,14,5,7,1.6,15,Superheated,42.5,-42,96.7,24,4,15.4,6.1,5.9
2616,6.3,0.6801193,1.2,5.2,0.8,1,0.4,362.6,336,14,5,7,1.6,15,Superheated,42.5,-42,96.7,25,5,15.4,6.35,-1
2617,6.3,0.6801193,1.2,5.2,0.8,1,0.4,362.6,336,14,5,7,1.6,15,Superheated,42.5,-42,96.7,26,5,15.4,6.35,2.3
2618,6.3,0.6801193,1.2,5.2,0.8,1,0.4,362.6,336,14,5,7,1.6,15,Superheated,42.5,-42,96.7,27,5,15.4,6.35,5.6
2619,11,0.6017788,0.4,4.4,2,0.2,0.8,445.7,404.8,10,5,11,0.8,1,Superheated,37.9,-1,152,1,1,11.05,-2.1,-0.4
2620,11,0.6017788,0.4,4.4,2,0.2,0.8,445.7,404.8,10,5,11,0.8,1,Superheated,37.9,-1,152,2,1,11.05,-2.1,4.9
2621,11,0.6017788,0.4,4.4,2,0.2,0.8,445.7,404.8,10,5,11,0.8,1,Superheated,37.9,-1,152,3,1,11.05,-2.1,10.2
2622,11,0.6017788,0.4,4.4,2,0.2,0.8,445.7,404.8,10,5,11,0.8,1,Superheated,37.9,-1,152,4,1,11.05,0.2,-0.4
2623,11,0.6017788,0.4,4.4,2,0.2,0.8,445.7,404.8,10,5,11,0.8,1,Superheated,37.9,-1,152,5,1,11.05,0.2,4.9
2624,11,0.6017788,0.4,4.4,2,0.2,0.8,445.7,404.8,10,5,11,0.8,1,Superheated,37.9,-1,152,6,1,11.05,0.2,10.2
2625,11,0.6017788,0.4,4.4,2,0.2,0.8,445.7,404.8,10,5,11,0.8,1,Superheated,37.9,-1,152,7,1,11.05,2.5,-0.4
2626,11,0.6017788,0.4,4.4,2,0.2,0.8,445.7,404.8,10,5,11,0.8,1,Superheated,37.9,-1,152,8,1,11.05,2.5,4.9
2627,11,0.6017788,0.4,4.4,2,0.2,0.8,445.7,404.8,10,5,11,0.8,1,Superheated,37.9,-1,152,9,1,11.05,2.5,10.2
2628,11,0.6017788,0.4,4.4,2,0.2,0.8,445.7,404.8,10,5,11,0.8,1,Superheated,37.9,-1,152,10,2,10.15,-2.1,-0.4
2629,11,0.6017788,0.4,4.4,2,0.2,0.8,445.7,404.8,10,5,11,0.8,1,Superheated,37.9,-1,152,11,2,10.15,-2.1,4.9
2630,11,0.6017788,0.4,4.4,2,0.2,0.8,445.7,404.8,10,5,11,0.8,1,Superheated,37.9,-1,152,12,2,10.15,-2.1,10.2
2631,11,0.6017788,0.4,4.4,2,0.2,0.8,445.7,404.8,10,5,11,0.8,1,Superheated,37.9,-1,152,13,2,10.15,0.2,-0.4
2632,11,0.6017788,0.4,4.4,2,0.2,0.8,445.7,404.8,10,5,11,0.8,1,Superheated,37.9,-1,152,14,2,10.15,0.2,4.9
2633,11,0.6017788,0.4,4.4,2,0.2,0.8,445.7,404.8,10,5,11,0.8,1,Superheated,37.9,-1,152,15,2,10.15,0.2,10.2
2634,11,0.6017788,0.4,4.4,2,0.2,0.8,445.7,404.8,10,5,11,0.8,1,Superheated,37.9,-1,152,16,2,10.15,2.5,-0.4
2635,11,0.6017788,0.4,4.4,2,0.2,0.8,445.7,404.8,10,5,11,0.8,1,Superheated,37.9,-1,152,17,2,10.15,2.5,4.9
2636,11,0.6017788,0.4,4.4,2,0.2,0.8,445.7,404.8,10,5,11,0.8,1,Superheated,37.9,-1,152,18,2,10.15,2.5,10.2
2637,11,0.6017788,0.4,4.4,2,0.2,0.8,445.7,404.8,10,5,11,0.8,1,Superheated,37.9,-1,152,19,3,10.6,-2.35,-0.4
2638,11,0.6017788,0.4,4.4,2,0.2,0.8,445.7,404.8,10,5,11,0.8,1,Superheated,37.9,-1,152,20,3,10.6,-2.35,4.9
2639,11,0.6017788,0.4,4.4,2,0.2,0.8,445.7,404.8,10,5,11,0.8,1,Superheated,37.9,-1,152,21,3,10.6,-2.35,10.2
2640,11,0.6017788,0.4,4.4,2,0.2,0.8,445.7,404.8,10,5,11,0.8,1,Superheated,37.9,-1,152,22,4,10.6,-2.1,10.5
2641,11,0.6017788,0.4,4.4,2,0.2,0.8,445.7,404.8,10,5,11,0.8,1,Superheated,37.9,-1,152,23,4,10.6,0.2,10.5
2642,11,0.6017788,0.4,4.4,2,0.2,0.8,445.7,404.8,10,5,11,0.8,1,Superheated,37.9,-1,152,24,4,10.6,2.5,10.5
2643,11,0.6017788,0.4,4.4,2,0.2,0.8,445.7,404.8,10,5,11,0.8,1,Superheated,37.9,-1,152,25,5,10.6,2.75,-0.4
2644,11,0.6017788,0.4,4.4,2,0.2,0.8,445.7,404.8,10,5,11,0.8,1,Superheated,37.9,-1,152,26,5,10.6,2.75,4.9
2645,11,0.6017788,0.4,4.4,2,0.2,0.8,445.7,404.8,10,5,11,0.8,1,Superheated,37.9,-1,152,27,5,10.6,2.75,10.2
2646,8.7,0.1039598,2.4,1.6,2,1.6,1.8,395.1,324,13,6,15,2.2,26,Superheated,42.5,-42,96.7,1,1,16.45,3.6,-2.3
2647,8.7,0.1039598,2.4,1.6,2,1.6,1.8,395.1,324,13,6,15,2.2,26,Superheated,42.5,-42,96.7,2,1,16.45,3.6,5
2648,8.7,0.1039598,2.4,1.6,2,1.6,1.8,395.1,324,13,6,15,2.2,26,Superheated,42.5,-42,96.7,3,1,16.45,3.6,12.3
2649,8.7,0.1039598,2.4,1.6,2,1.6,1.8,395.1,324,13,6,15,2.2,26,Superheated,42.5,-42,96.7,4,1,16.45,6.4,-2.3
2650,8.7,0.1039598,2.4,1.6,2,1.6,1.8,395.1,324,13,6,15,2.2,26,Superheated,42.5,-42,96.7,5,1,16.45,6.4,5
2651,8.7,0.1039598,2.4,1.6,2,1.6,1.8,395.1,324,13,6,15,2.2,26,Superheated,42.5,-42,96.7,6,1,16.45,6.4,12.3
2652,8.7,0.1039598,2.4,1.6,2,1.6,1.8,395.1,324,13,6,15,2.2,26,Superheated,42.5,-42,96.7,7,1,16.45,9.2,-2.3
2653,8.7,0.1039598,2.4,1.6,2,1.6,1.8,395.1,324,13,6,15,2.2,26,Superheated,42.5,-42,96.7,8,1,16.45,9.2,5
2654,8.7,0.1039598,2.4,1.6,2,1.6,1.8,395.1,324,13,6,15,2.2,26,Superheated,42.5,-42,96.7,9,1,16.45,9.2,12.3
2655,8.7,0.1039598,2.4,1.6,2,1.6,1.8,395.1,324,13,6,15,2.2,26,Superheated,42.5,-42,96.7,10,2,14.15,3.6,-2.3
2656,8.7,0.1039598,2.4,1.6,2,1.6,1.8,395.1,324,13,6,15,2.2,26,Superheated,42.5,-42,96.7,11,2,14.15,3.6,5
2657,8.7,0.1039598,2.4,1.6,2,1.6,1.8,395.1,324,13,6,15,2.2,26,Superheated,42.5,-42,96.7,12,2,14.15,3.6,12.3
2658,8.7,0.1039598,2.4,1.6,2,1.6,1.8,395.1,324,13,6,15,2.2,26,Superheated,42.5,-42,96.7,13,2,14.15,6.4,-2.3
2659,8.7,0.1039598,2.4,1.6,2,1.6,1.8,395.1,324,13,6,15,2.2,26,Superheated,42.5,-42,96.7,14,2,14.15,6.4,5
2660,8.7,0.1039598,2.4,1.6,2,1.6,1.8,395.1,324,13,6,15,2.2,26,Superheated,42.5,-42,96.7,15,2,14.15,6.4,12.3
2661,8.7,0.1039598,2.4,1.6,2,1.6,1.8,395.1,324,13,6,15,2.2,26,Superheated,42.5,-42,96.7,16,2,14.15,9.2,-2.3
2662,8.7,0.1039598,2.4,1.6,2,1.6,1.8,395.1,324,13,6,15,2.2,26,Superheated,42.5,-42,96.7,17,2,14.15,9.2,5
2663,8.7,0.1039598,2.4,1.6,2,1.6,1.8,395.1,324,13,6,15,2.2,26,Superheated,42.5,-42,96.7,18,2,14.15,9.2,12.3
2664,8.7,0.1039598,2.4,1.6,2,1.6,1.8,395.1,324,13,6,15,2.2,26,Superheated,42.5,-42,96.7,19,3,15.3,3.35,-2.3
2665,8.7,0.1039598,2.4,1.6,2,1.6,1.8,395.1,324,13,6,15,2.2,26,Superheated,42.5,-42,96.7,20,3,15.3,3.35,5
2666,8.7,0.1039598,2.4,1.6,2,1.6,1.8,395.1,324,13,6,15,2.2,26,Superheated,42.5,-42,96.7,21,3,15.3,3.35,12.3
2667,8.7,0.1039598,2.4,1.6,2,1.6,1.8,395.1,324,13,6,15,2.2,26,Superheated,42.5,-42,96.7,22,4,15.3,3.6,12.6
2668,8.7,0.1039598,2.4,1.6,2,1.6,1.8,395.1,324,13,6,15,2.2,26,Superheated,42.5,-42,96.7,23,4,15.3,6.4,12.6
2669,8.7,0.1039598,2.4,1.6,2,1.6,1.8,395.1,324,13,6,15,2.2,26,Superheated,42.5,-42,96.7,24,4,15.3,9.2,12.6
2670,8.7,0.1039598,2.4,1.6,2,1.6,1.8,395.1,324,13,6,15,2.2,26,Superheated,42.5,-42,96.7,25,5,15.3,9.45,-2.3
2671,8.7,0.1039598,2.4,1.6,2,1.6,1.8,395.1,324,13,6,15,2.2,26,Superheated,42.5,-42,96.7,26,5,15.3,9.45,5
2672,8.7,0.1039598,2.4,1.6,2,1.6,1.8,395.1,324,13,6,15,2.2,26,Superheated,42.5,-42,96.7,27,5,15.3,9.45,12.3
2673,20.6,0.7625134,2.4,8.8,0.6,2,0.2,394.5,321.2,8,11,14,1,1,Subcooled,42.5,-42,96.7,1,1,10.25,-5.1,-1.9
2674,20.6,0.7625134,2.4,8.8,0.6,2,0.2,394.5,321.2,8,11,14,1,1,Subcooled,42.5,-42,96.7,2,1,10.25,-5.1,4.9
2675,20.6,0.7625134,2.4,8.8,0.6,2,0.2,394.5,321.2,8,11,14,1,1,Subcooled,42.5,-42,96.7,3,1,10.25,-5.1,11.7
2676,20.6,0.7625134,2.4,8.8,0.6,2,0.2,394.5,321.2,8,11,14,1,1,Subcooled,42.5,-42,96.7,4,1,10.25,0.2,-1.9
2677,20.6,0.7625134,2.4,8.8,0.6,2,0.2,394.5,321.2,8,11,14,1,1,Subcooled,42.5,-42,96.7,5,1,10.25,0.2,4.9
2678,20.6,0.7625134,2.4,8.8,0.6,2,0.2,394.5,321.2,8,11,14,1,1,Subcooled,42.5,-42,96.7,6,1,10.25,0.2,11.7
2679,20.6,0.7625134,2.4,8.8,0.6,2,0.2,394.5,321.2,8,11,14,1,1,Subcooled,42.5,-42,96.7,7,1,10.25,5.5,-1.9
2680,20.6,0.7625134,2.4,8.8,0.6,2,0.2,394.5,321.2,8,11,14,1,1,Subcooled,42.5,-42,96.7,8,1,10.25,5.5,4.9
2681,20.6,0.7625134,2.4,8.8,0.6,2,0.2,394.5,321.2,8,11,14,1,1,Subcooled,42.5,-42,96.7,9,1,10.25,5.5,11.7
2682,20.6,0.7625134,2.4,8.8,0.6,2,0.2,394.5,321.2,8,11,14,1,1,Subcooled,42.5,-42,96.7,10,2,9.15,-5.1,-1.9
2683,20.6,0.7625134,2.4,8.8,0.6,2,0.2,394.5,321.2,8,11,14,1,1,Subcooled,42.5,-42,96.7,11,2,9.15,-5.1,4.9
2684,20.6,0.7625134,2.4,8.8,0.6,2,0.2,394.5,321.2,8,11,14,1,1,Subcooled,42.5,-42,96.7,12,2,9.15,-5.1,11.7
2685,20.6,0.7625134,2.4,8.8,0.6,2,0.2,394.5,321.2,8,11,14,1,1,Subcooled,42.5,-42,96.7,13,2,9.15,0.2,-1.9
2686,20.6,0.7625134,2.4,8.8,0.6,2,0.2,394.5,321.2,8,11,14,1,1,Subcooled,42.5,-42,96.7,14,2,9.15,0.2,4.9
2687,20.6,0.7625134,2.4,8.8,0.6,2,0.2,394.5,321.2,8,11,14,1,1,Subcooled,42.5,-42,96.7,15,2,9.15,0.2,11.7
2688,20.6,0.7625134,2.4,8.8,0.6,2,0.2,394.5,321.2,8,11,14,1,1,Subcooled,42.5,-42,96.7,16,2,9.15,5.5,-1.9
2689,20.6,0.7625134,2.4,8.8,0.6,2,0.2,394.5,321.2,8,11,14,1,1,Subcooled,42.5,-42,96.7,17,2,9.15,5.5,4.9
2690,20.6,0.7625134,2.4,8.8,0.6,2,0.2,394.5,321.2,8,11,14,1,1,Subcooled,42.5,-42,96.7,18,2,9.15,5.5,11.7
2691,20.6,0.7625134,2.4,8.8,0.6,2,0.2,394.5,321.2,8,11,14,1,1,Subcooled,42.5,-42,96.7,19,3,9.7,-5.35,-1.9
2692,20.6,0.7625134,2.4,8.8,0.6,2,0.2,394.5,321.2,8,11,14,1,1,Subcooled,42.5,-42,96.7,20,3,9.7,-5.35,4.9
2693,20.6,0.7625134,2.4,8.8,0.6,2,0.2,394.5,321.2,8,11,14,1,1,Subcooled,42.5,-42,96.7,21,3,9.7,-5.35,11.7
2694,20.6,0.7625134,2.4,8.8,0.6,2,0.2,394.5,321.2,8,11,14,1,1,Subcooled,42.5,-42,96.7,22,4,9.7,-5.1,12
2695,20.6,0.7625134,2.4,8.8,0.6,2,0.2,394.5,321.2,8,11,14,1,1,Subcooled,42.5,-42,96.7,23,4,9.7,0.2,12
2696,20.6,0.7625134,2.4,8.8,0.6,2,0.2,394.5,321.2,8,11,14,1,1,Subcooled,42.5,-42,96.7,24,4,9.7,5.5,12
2697,20.6,0.7625134,2.4,8.8,0.6,2,0.2,394.5,321.2,8,11,14,1,1,Subcooled,42.5,-42,96.7,25,5,9.7,5.75,-1.9
2698,20.6,0.7625134,2.4,8.8,0.6,2,0.2,394.5,321.2,8,11,14,1,1,Subcooled,42.5,-42,96.7,26,5,9.7,5.75,4.9
2699,20.6,0.7625134,2.4,8.8,0.6,2,0.2,394.5,321.2,8,11,14,1,1,Subcooled,42.5,-42,96.7,27,5,9.7,5.75,11.7
2700,23.5,0.2408681,2.4,1.2,2,1.6,1.6,417.7,354.9,18,4,17,2,5,Superheated,42.5,-42,96.7,1,1,21.25,-0.2,-2.2
2701,23.5,0.2408681,2.4,1.2,2,1.6,1.6,417.7,354.9,18,4,17,2,5,Superheated,42.5,-42,96.7,2,1,21.25,-0.2,6.1
2702,23.5,0.2408681,2.4,1.2,2,1.6,1.6,417.7,354.9,18,4,17,2,5,Superheated,42.5,-42,96.7,3,1,21.25,-0.2,14.4
2703,23.5,0.2408681,2.4,1.2,2,1.6,1.6,417.7,354.9,18,4,17,2,5,Superheated,42.5,-42,96.7,4,1,21.25,1.6,-2.2
2704,23.5,0.2408681,2.4,1.2,2,1.6,1.6,417.7,354.9,18,4,17,2,5,Superheated,42.5,-42,96.7,5,1,21.25,1.6,6.1
2705,23.5,0.2408681,2.4,1.2,2,1.6,1.6,417.7,354.9,18,4,17,2,5,Superheated,42.5,-42,96.7,6,1,21.25,1.6,14.4
2706,23.5,0.2408681,2.4,1.2,2,1.6,1.6,417.7,354.9,18,4,17,2,5,Superheated,42.5,-42,96.7,7,1,21.25,3.4,-2.2
2707,23.5,0.2408681,2.4,1.2,2,1.6,1.6,417.7,354.9,18,4,17,2,5,Superheated,42.5,-42,96.7,8,1,21.25,3.4,6.1
2708,23.5,0.2408681,2.4,1.2,2,1.6,1.6,417.7,354.9,18,4,17,2,5,Superheated,42.5,-42,96.7,9,1,21.25,3.4,14.4
2709,23.5,0.2408681,2.4,1.2,2,1.6,1.6,417.7,354.9,18,4,17,2,5,Superheated,42.5,-42,96.7,10,2,19.15,-0.2,-2.2
2710,23.5,0.2408681,2.4,1.2,2,1.6,1.6,417.7,354.9,18,4,17,2,5,Superheated,42.5,-42,96.7,11,2,19.15,-0.2,6.1
2711,23.5,0.2408681,2.4,1.2,2,1.6,1.6,417.7,354.9,18,4,17,2,5,Superheated,42.5,-42,96.7,12,2,19.15,-0.2,14.4
2712,23.5,0.2408681,2.4,1.2,2,1.6,1.6,417.7,354.9,18,4,17,2,5,Superheated,42.5,-42,96.7,13,2,19.15,1.6,-2.2
2713,23.5,0.2408681,2.4,1.2,2,1.6,1.6,417.7,354.9,18,4,17,2,5,Superheated,42.5,-42,96.7,14,2,19.15,1.6,6.1
2714,23.5,0.2408681,2.4,1.2,2,1.6,1.6,417.7,354.9,18,4,17,2,5,Superheated,42.5,-42,96.7,15,2,19.15,1.6,14.4
2715,23.5,0.2408681,2.4,1.2,2,1.6,1.6,417.7,354.9,18,4,17,2,5,Superheated,42.5,-42,96.7,16,2,19.15,3.4,-2.2
2716,23.5,0.2408681,2.4,1.2,2,1.6,1.6,417.7,354.9,18,4,17,2,5,Superheated,42.5,-42,96.7,17,2,19.15,3.4,6.1
2717,23.5,0.2408681,2.4,1.2,2,1.6,1.6,417.7,354.9,18,4,17,2,5,Superheated,42.5,-42,96.7,18,2,19.15,3.4,14.4
2718,23.5,0.2408681,2.4,1.2,2,1.6,1.6,417.7,354.9,18,4,17,2,5,Superheated,42.5,-42,96.7,19,3,20.2,-0.45,-2.2
2719,23.5,0.2408681,2.4,1.2,2,1.6,1.6,417.7,354.9,18,4,17,2,5,Superheated,42.5,-42,96.7,20,3,20.2,-0.45,6.1
2720,23.5,0.2408681,2.4,1.2,2,1.6,1.6,417.7,354.9,18,4,17,2,5,Superheated,42.5,-42,96.7,21,3,20.2,-0.45,14.4
2721,23.5,0.2408681,2.4,1.2,2,1.6,1.6,417.7,354.9,18,4,17,2,5,Superheated,42.5,-42,96.7,22,4,20.2,-0.2,14.7
2722,23.5,0.2408681,2.4,1.2,2,1.6,1.6,417.7,354.9,18,4,17,2,5,Superheated,42.5,-42,96.7,23,4,20.2,1.6,14.7
2723,23.5,0.2408681,2.4,1.2,2,1.6,1.6,417.7,354.9,18,4,17,2,5,Superheated,42.5,-42,96.7,24,4,20.2,3.4,14.7
2724,23.5,0.2408681,2.4,1.2,2,1.6,1.6,417.7,354.9,18,4,17,2,5,Superheated,42.5,-42,96.7,25,5,20.2,3.65,-2.2
2725,23.5,0.2408681,2.4,1.2,2,1.6,1.6,417.7,354.9,18,4,17,2,5,Superheated,42.5,-42,96.7,26,5,20.2,3.65,6.1
2726,23.5,0.2408681,2.4,1.2,2,1.6,1.6,417.7,354.9,18,4,17,2,5,Superheated,42.5,-42,96.7,27,5,20.2,3.65,14.4
2727,12.5,0.5022911,0.6,3.2,2.4,1.6,1.2,373.5,365.9,14,3,11,2.6,30,Superheated,42.5,-42,96.7,1,1,16.95,6.7,-2
2728,12.5,0.5022911,0.6,3.2,2.4,1.6,1.2,373.5,365.9,14,3,11,2.6,30,Superheated,42.5,-42,96.7,2,1,16.95,6.7,3.3
2729,12.5,0.5022911,0.6,3.2,2.4,1.6,1.2,373.5,365.9,14,3,11,2.6,30,Superheated,42.5,-42,96.7,3,1,16.95,6.7,8.6
2730,12.5,0.5022911,0.6,3.2,2.4,1.6,1.2,373.5,365.9,14,3,11,2.6,30,Superheated,42.5,-42,96.7,4,1,16.95,8,-2
2731,12.5,0.5022911,0.6,3.2,2.4,1.6,1.2,373.5,365.9,14,3,11,2.6,30,Superheated,42.5,-42,96.7,5,1,16.95,8,3.3
2732,12.5,0.5022911,0.6,3.2,2.4,1.6,1.2,373.5,365.9,14,3,11,2.6,30,Superheated,42.5,-42,96.7,6,1,16.95,8,8.6
2733,12.5,0.5022911,0.6,3.2,2.4,1.6,1.2,373.5,365.9,14,3,11,2.6,30,Superheated,42.5,-42,96.7,7,1,16.95,9.3,-2
2734,12.5,0.5022911,0.6,3.2,2.4,1.6,1.2,373.5,365.9,14,3,11,2.6,30,Superheated,42.5,-42,96.7,8,1,16.95,9.3,3.3
2735,12.5,0.5022911,0.6,3.2,2.4,1.6,1.2,373.5,365.9,14,3,11,2.6,30,Superheated,42.5,-42,96.7,9,1,16.95,9.3,8.6
2736,12.5,0.5022911,0.6,3.2,2.4,1.6,1.2,373.5,365.9,14,3,11,2.6,30,Superheated,42.5,-42,96.7,10,2,14.25,6.7,-2
2737,12.5,0.5022911,0.6,3.2,2.4,1.6,1.2,373.5,365.9,14,3,11,2.6,30,Superheated,42.5,-42,96.7,11,2,14.25,6.7,3.3
2738,12.5,0.5022911,0.6,3.2,2.4,1.6,1.2,373.5,365.9,14,3,11,2.6,30,Superheated,42.5,-42,96.7,12,2,14.25,6.7,8.6
2739,12.5,0.5022911,0.6,3.2,2.4,1.6,1.2,373.5,365.9,14,3,11,2.6,30,Superheated,42.5,-42,96.7,13,2,14.25,8,-2
2740,12.5,0.5022911,0.6,3.2,2.4,1.6,1.2,373.5,365.9,14,3,11,2.6,30,Superheated,42.5,-42,96.7,14,2,14.25,8,3.3
2741,12.5,0.5022911,0.6,3.2,2.4,1.6,1.2,373.5,365.9,14,3,11,2.6,30,Superheated,42.5,-42,96.7,15,2,14.25,8,8.6
2742,12.5,0.5022911,0.6,3.2,2.4,1.6,1.2,373.5,365.9,14,3,11,2.6,30,Superheated,42.5,-42,96.7,16,2,14.25,9.3,-2
2743,12.5,0.5022911,0.6,3.2,2.4,1.6,1.2,373.5,365.9,14,3,11,2.6,30,Superheated,42.5,-42,96.7,17,2,14.25,9.3,3.3
2744,12.5,0.5022911,0.6,3.2,2.4,1.6,1.2,373.5,365.9,14,3,11,2.6,30,Superheated,42.5,-42,96.7,18,2,14.25,9.3,8.6
2745,12.5,0.5022911,0.6,3.2,2.4,1.6,1.2,373.5,365.9,14,3,11,2.6,30,Superheated,42.5,-42,96.7,19,3,15.6,6.45,-2
2746,12.5,0.5022911,0.6,3.2,2.4,1.6,1.2,373.5,365.9,14,3,11,2.6,30,Superheated,42.5,-42,96.7,20,3,15.6,6.45,3.3
