ID,Tank Failure Pressure (bar),Liquid Ratio (%),Tank Width (m),Tank Length (m),Tank Height (m),BLEVE Height (m),Vapour Height (m),Vapour Temperature (K),Liquid Temperature (K),Obstacle Distance to BLEVE (m),Obstacle Width (m),Obstacle Height (m),Obstacle Thickness (m),Obstacle Angle,Status,Liquid Critical Pressure (bar),Liquid Boiling Temperature (K),Liquid Critical Temperature (K),Sensor ID,Sensor Position Side,Sensor Position x,Sensor Position y,Sensor Position z,Target Pressure (bar)
11242,20,0.7466505,2.2,1.8,3,0.8,0.8,289.8,335.4,16,16,13,2.2,6,Superheated,42.5,-42,96.7,11,2,17.05,-2.7,5.3,0.31491932
11243,20,0.7466505,2.2,1.8,3,0.8,0.8,289.8,335.4,16,16,13,2.2,6,Superheated,42.5,-42,96.7,12,2,17.05,-2.7,11.6,0.29592878
11244,20,0.7466505,2.2,1.8,3,0.8,0.8,289.8,335.4,16,16,13,2.2,6,Superheated,42.5,-42,96.7,13,2,17.05,1.6,-1,0.28876951
11245,20,0.7466505,2.2,1.8,3,0.8,0.8,289.8,335.4,16,16,13,2.2,6,Superheated,42.5,-42,96.7,14,2,17.05,1.6,5.3,0.27994016
11246,20,0.7466505,2.2,1.8,3,0.8,0.8,289.8,335.4,16,16,13,2.2,6,Superheated,42.5,-42,96.7,15,2,17.05,1.6,11.6,0.20319711
11247,20,0.7466505,2.2,1.8,3,0.8,0.8,289.8,335.4,16,16,13,2.2,6,Superheated,42.5,-42,96.7,16,2,17.05,5.9,-1,0.26793429
11248,20,0.7466505,2.2,1.8,3,0.8,0.8,289.8,335.4,16,16,13,2.2,6,Superheated,42.5,-42,96.7,17,2,17.05,5.9,5.3,0.26512757
11249,20,0.7466505,2.2,1.8,3,0.8,0.8,289.8,335.4,16,16,13,2.2,6,Superheated,42.5,-42,96.7,18,2,17.05,5.9,11.6,0.19589651
11250,20,0.7466505,2.2,1.8,3,0.8,0.8,289.8,335.4,16,16,13,2.2,6,Superheated,42.5,-42,96.7,19,3,18.2,-2.95,-1,0.23608582
11251,20,0.7466505,2.2,1.8,3,0.8,0.8,289.8,335.4,16,16,13,2.2,6,Superheated,42.5,-42,96.7,20,3,18.2,-2.95,5.3,0.25628373
11252,20,0.7466505,2.2,1.8,3,0.8,0.8,289.8,335.4,16,16,13,2.2,6,Superheated,42.5,-42,96.7,21,3,18.2,-2.95,11.6,0.23040752
11253,20,0.7466505,2.2,1.8,3,0.8,0.8,289.8,335.4,16,16,13,2.2,6,Superheated,42.5,-42,96.7,22,4,18.2,-2.7,11.9,0.16161688
11254,20,0.7466505,2.2,1.8,3,0.8,0.8,289.8,335.4,16,16,13,2.2,6,Superheated,42.5,-42,96.7,23,4,18.2,1.6,11.9,0.081350282
11255,20,0.7466505,2.2,1.8,3,0.8,0.8,289.8,335.4,16,16,13,2.2,6,Superheated,42.5,-42,96.7,24,4,18.2,5.9,11.9,0.092625476
11256,20,0.7466505,2.2,1.8,3,0.8,0.8,289.8,335.4,16,16,13,2.2,6,Superheated,42.5,-42,96.7,25,5,18.2,6.15,-1,0.1132177
11257,20,0.7466505,2.2,1.8,3,0.8,0.8,289.8,335.4,16,16,13,2.2,6,Superheated,42.5,-42,96.7,26,5,18.2,6.15,5.3,0.11377188
11258,20,0.7466505,2.2,1.8,3,0.8,0.8,289.8,335.4,16,16,13,2.2,6,Superheated,42.5,-42,96.7,27,5,18.2,6.15,11.6,0.095090941
11259,28.1,0.2992327,1,9,1,0.6,0.8,331.1,409.3,5,4,8,2.4,27,Superheated,37.9,-1,152,1,1,7.95,0.8,-0.8,0.23945759
11260,28.1,0.2992327,1,9,1,0.6,0.8,331.1,409.3,5,4,8,2.4,27,Superheated,37.9,-1,152,2,1,7.95,0.8,3,0.2636874
11261,28.1,0.2992327,1,9,1,0.6,0.8,331.1,409.3,5,4,8,2.4,27,Superheated,37.9,-1,152,3,1,7.95,0.8,6.8,0.23996969
11262,28.1,0.2992327,1,9,1,0.6,0.8,331.1,409.3,5,4,8,2.4,27,Superheated,37.9,-1,152,4,1,7.95,2.6,-0.8,0.23632535
11263,28.1,0.2992327,1,9,1,0.6,0.8,331.1,409.3,5,4,8,2.4,27,Superheated,37.9,-1,152,5,1,7.95,2.6,3,0.23394281
11264,28.1,0.2992327,1,9,1,0.6,0.8,331.1,409.3,5,4,8,2.4,27,Superheated,37.9,-1,152,6,1,7.95,2.6,6.8,0.28783453
11265,28.1,0.2992327,1,9,1,0.6,0.8,331.1,409.3,5,4,8,2.4,27,Superheated,37.9,-1,152,7,1,7.95,4.4,-0.8,0.14069653
11266,28.1,0.2992327,1,9,1,0.6,0.8,331.1,409.3,5,4,8,2.4,27,Superheated,37.9,-1,152,8,1,7.95,4.4,3,0.15996392
11267,28.1,0.2992327,1,9,1,0.6,0.8,331.1,409.3,5,4,8,2.4,27,Superheated,37.9,-1,152,9,1,7.95,4.4,6.8,0.20154768
11268,28.1,0.2992327,1,9,1,0.6,0.8,331.1,409.3,5,4,8,2.4,27,Superheated,37.9,-1,152,10,2,5.45,0.8,-0.8,3.9670868
11269,28.1,0.2992327,1,9,1,0.6,0.8,331.1,409.3,5,4,8,2.4,27,Superheated,37.9,-1,152,11,2,5.45,0.8,3,1.9674932
11270,28.1,0.2992327,1,9,1,0.6,0.8,331.1,409.3,5,4,8,2.4,27,Superheated,37.9,-1,152,12,2,5.45,0.8,6.8,1.1745137
11271,28.1,0.2992327,1,9,1,0.6,0.8,331.1,409.3,5,4,8,2.4,27,Superheated,37.9,-1,152,13,2,5.45,2.6,-0.8,3.6630604
11272,28.1,0.2992327,1,9,1,0.6,0.8,331.1,409.3,5,4,8,2.4,27,Superheated,37.9,-1,152,14,2,5.45,2.6,3,1.7914587
11273,28.1,0.2992327,1,9,1,0.6,0.8,331.1,409.3,5,4,8,2.4,27,Superheated,37.9,-1,152,15,2,5.45,2.6,6.8,1.1559223
11274,28.1,0.2992327,1,9,1,0.6,0.8,331.1,409.3,5,4,8,2.4,27,Superheated,37.9,-1,152,16,2,5.45,4.4,-0.8,2.321326
11275,28.1,0.2992327,1,9,1,0.6,0.8,331.1,409.3,5,4,8,2.4,27,Superheated,37.9,-1,152,17,2,5.45,4.4,3,1.1714289
11276,28.1,0.2992327,1,9,1,0.6,0.8,331.1,409.3,5,4,8,2.4,27,Superheated,37.9,-1,152,18,2,5.45,4.4,6.8,0.84767836
11277,28.1,0.2992327,1,9,1,0.6,0.8,331.1,409.3,5,4,8,2.4,27,Superheated,37.9,-1,152,19,3,6.7,0.55,-0.8,1.3140061
11278,28.1,0.2992327,1,9,1,0.6,0.8,331.1,409.3,5,4,8,2.4,27,Superheated,37.9,-1,152,20,3,6.7,0.55,3,1.1256918
11279,28.1,0.2992327,1,9,1,0.6,0.8,331.1,409.3,5,4,8,2.4,27,Superheated,37.9,-1,152,21,3,6.7,0.55,6.8,0.60416931
11280,28.1,0.2992327,1,9,1,0.6,0.8,331.1,409.3,5,4,8,2.4,27,Superheated,37.9,-1,152,22,4,6.7,0.8,7.1,0.30672613
11281,28.1,0.2992327,1,9,1,0.6,0.8,331.1,409.3,5,4,8,2.4,27,Superheated,37.9,-1,152,23,4,6.7,2.6,7.1,0.23618725
11282,28.1,0.2992327,1,9,1,0.6,0.8,331.1,409.3,5,4,8,2.4,27,Superheated,37.9,-1,152,24,4,6.7,4.4,7.1,0.25102437
11283,28.1,0.2992327,1,9,1,0.6,0.8,331.1,409.3,5,4,8,2.4,27,Superheated,37.9,-1,152,25,5,6.7,4.65,-0.8,0.49319294
11284,28.1,0.2992327,1,9,1,0.6,0.8,331.1,409.3,5,4,8,2.4,27,Superheated,37.9,-1,152,26,5,6.7,4.65,3,0.43217427
11285,28.1,0.2992327,1,9,1,0.6,0.8,331.1,409.3,5,4,8,2.4,27,Superheated,37.9,-1,152,27,5,6.7,4.65,6.8,0.26306117
11286,10.7,0.2465,1.2,2.6,1.8,0.4,1.4,441,384.1,9,5,10,2.4,16,Superheated,37.9,-1,152,1,1,12.05,0.3,-0.9,0.15723734
11287,10.7,0.2465,1.2,2.6,1.8,0.4,1.4,441,384.1,9,5,10,2.4,16,Superheated,37.9,-1,152,2,1,12.05,0.3,3.9,0.15763327
11288,10.7,0.2465,1.2,2.6,1.8,0.4,1.4,441,384.1,9,5,10,2.4,16,Superheated,37.9,-1,152,3,1,12.05,0.3,8.7,0.13714166
11289,10.7,0.2465,1.2,2.6,1.8,0.4,1.4,441,384.1,9,5,10,2.4,16,Superheated,37.9,-1,152,4,1,12.05,2.6,-0.9,0.090231344
11290,10.7,0.2465,1.2,2.6,1.8,0.4,1.4,441,384.1,9,5,10,2.4,16,Superheated,37.9,-1,152,5,1,12.05,2.6,3.9,0.086407177
11291,10.7,0.2465,1.2,2.6,1.8,0.4,1.4,441,384.1,9,5,10,2.4,16,Superheated,37.9,-1,152,6,1,12.05,2.6,8.7,0.12253187
11292,10.7,0.2465,1.2,2.6,1.8,0.4,1.4,441,384.1,9,5,10,2.4,16,Superheated,37.9,-1,152,7,1,12.05,4.9,-0.9,0.068661444
11293,10.7,0.2465,1.2,2.6,1.8,0.4,1.4,441,384.1,9,5,10,2.4,16,Superheated,37.9,-1,152,8,1,12.05,4.9,3.9,0.071991473
11294,10.7,0.2465,1.2,2.6,1.8,0.4,1.4,441,384.1,9,5,10,2.4,16,Superheated,37.9,-1,152,9,1,12.05,4.9,8.7,0.081551269
11295,10.7,0.2465,1.2,2.6,1.8,0.4,1.4,441,384.1,9,5,10,2.4,16,Superheated,37.9,-1,152,10,2,9.55,0.3,-0.9,1.0798527
11296,10.7,0.2465,1.2,2.6,1.8,0.4,1.4,441,384.1,9,5,10,2.4,16,Superheated,37.9,-1,152,11,2,9.55,0.3,3.9,0.90509057
11297,10.7,0.2465,1.2,2.6,1.8,0.4,1.4,441,384.1,9,5,10,2.4,16,Superheated,37.9,-1,152,12,2,9.55,0.3,8.7,0.46854448
11298,10.7,0.2465,1.2,2.6,1.8,0.4,1.4,441,384.1,9,5,10,2.4,16,Superheated,37.9,-1,152,13,2,9.55,2.6,-0.9,0.75726157
11299,10.7,0.2465,1.2,2.6,1.8,0.4,1.4,441,384.1,9,5,10,2.4,16,Superheated,37.9,-1,152,14,2,9.55,2.6,3.9,0.67298603
11300,10.7,0.2465,1.2,2.6,1.8,0.4,1.4,441,384.1,9,5,10,2.4,16,Superheated,37.9,-1,152,15,2,9.55,2.6,8.7,0.4172141
11301,10.7,0.2465,1.2,2.6,1.8,0.4,1.4,441,384.1,9,5,10,2.4,16,Superheated,37.9,-1,152,16,2,9.55,4.9,-0.9,0.65289044
11302,10.7,0.2465,1.2,2.6,1.8,0.4,1.4,441,384.1,9,5,10,2.4,16,Superheated,37.9,-1,152,17,2,9.55,4.9,3.9,0.56815112
11303,10.7,0.2465,1.2,2.6,1.8,0.4,1.4,441,384.1,9,5,10,2.4,16,Superheated,37.9,-1,152,18,2,9.55,4.9,8.7,0.30488753
11304,10.7,0.2465,1.2,2.6,1.8,0.4,1.4,441,384.1,9,5,10,2.4,16,Superheated,37.9,-1,152,19,3,10.8,0.05,-0.9,0.60689318
11305,10.7,0.2465,1.2,2.6,1.8,0.4,1.4,441,384.1,9,5,10,2.4,16,Superheated,37.9,-1,152,20,3,10.8,0.05,3.9,0.54194438
11306,10.7,0.2465,1.2,2.6,1.8,0.4,1.4,441,384.1,9,5,10,2.4,16,Superheated,37.9,-1,152,21,3,10.8,0.05,8.7,0.33565176
11307,10.7,0.2465,1.2,2.6,1.8,0.4,1.4,441,384.1,9,5,10,2.4,16,Superheated,37.9,-1,152,22,4,10.8,0.3,9,0.16315243
11308,10.7,0.2465,1.2,2.6,1.8,0.4,1.4,441,384.1,9,5,10,2.4,16,Superheated,37.9,-1,152,23,4,10.8,2.6,9,0.12729914
11309,10.7,0.2465,1.2,2.6,1.8,0.4,1.4,441,384.1,9,5,10,2.4,16,Superheated,37.9,-1,152,24,4,10.8,4.9,9,0.11889451
11310,10.7,0.2465,1.2,2.6,1.8,0.4,1.4,441,384.1,9,5,10,2.4,16,Superheated,37.9,-1,152,25,5,10.8,5.15,-0.9,0.18187319
11311,10.7,0.2465,1.2,2.6,1.8,0.4,1.4,441,384.1,9,5,10,2.4,16,Superheated,37.9,-1,152,26,5,10.8,5.15,3.9,0.16928904
11312,10.7,0.2465,1.2,2.6,1.8,0.4,1.4,441,384.1,9,5,10,2.4,16,Superheated,37.9,-1,152,27,5,10.8,5.15,8.7,0.11332335
11313,36.2,0.5245794,1.2,9.2,0.6,1.8,0.2,367,303.7,15,10,7,2.6,13,Subcooled,42.5,-42,96.7,1,1,18.25,-1.4,-1.7,0.091807917
11314,36.2,0.5245794,1.2,9.2,0.6,1.8,0.2,367,303.7,15,10,7,2.6,13,Subcooled,42.5,-42,96.7,2,1,18.25,-1.4,1.6,0.09214779
11315,36.2,0.5245794,1.2,9.2,0.6,1.8,0.2,367,303.7,15,10,7,2.6,13,Subcooled,42.5,-42,96.7,3,1,18.25,-1.4,4.9,0.11972291
11316,36.2,0.5245794,1.2,9.2,0.6,1.8,0.2,367,303.7,15,10,7,2.6,13,Subcooled,42.5,-42,96.7,4,1,18.25,3.4,-1.7,0.037819427
11317,36.2,0.5245794,1.2,9.2,0.6,1.8,0.2,367,303.7,15,10,7,2.6,13,Subcooled,42.5,-42,96.7,5,1,18.25,3.4,1.6,0.058395904
11318,36.2,0.5245794,1.2,9.2,0.6,1.8,0.2,367,303.7,15,10,7,2.6,13,Subcooled,42.5,-42,96.7,6,1,18.25,3.4,4.9,0.043863595
11319,36.2,0.5245794,1.2,9.2,0.6,1.8,0.2,367,303.7,15,10,7,2.6,13,Subcooled,42.5,-42,96.7,7,1,18.25,8.2,-1.7,0.037170596
11320,36.2,0.5245794,1.2,9.2,0.6,1.8,0.2,367,303.7,15,10,7,2.6,13,Subcooled,42.5,-42,96.7,8,1,18.25,8.2,1.6,0.033557083
11321,36.2,0.5245794,1.2,9.2,0.6,1.8,0.2,367,303.7,15,10,7,2.6,13,Subcooled,42.5,-42,96.7,9,1,18.25,8.2,4.9,0.056462489
11322,36.2,0.5245794,1.2,9.2,0.6,1.8,0.2,367,303.7,15,10,7,2.6,13,Subcooled,42.5,-42,96.7,10,2,15.55,-1.4,-1.7,0.50296533
11323,36.2,0.5245794,1.2,9.2,0.6,1.8,0.2,367,303.7,15,10,7,2.6,13,Subcooled,42.5,-42,96.7,11,2,15.55,-1.4,1.6,0.49882686
11324,36.2,0.5245794,1.2,9.2,0.6,1.8,0.2,367,303.7,15,10,7,2.6,13,Subcooled,42.5,-42,96.7,12,2,15.55,-1.4,4.9,0.40309387
11325,36.2,0.5245794,1.2,9.2,0.6,1.8,0.2,367,303.7,15,10,7,2.6,13,Subcooled,42.5,-42,96.7,13,2,15.55,3.4,-1.7,0.43106094
11326,36.2,0.5245794,1.2,9.2,0.6,1.8,0.2,367,303.7,15,10,7,2.6,13,Subcooled,42.5,-42,96.7,14,2,15.55,3.4,1.6,0.42411411
11327,36.2,0.5245794,1.2,9.2,0.6,1.8,0.2,367,303.7,15,10,7,2.6,13,Subcooled,42.5,-42,96.7,15,2,15.55,3.4,4.9,0.31853542
11328,36.2,0.5245794,1.2,9.2,0.6,1.8,0.2,367,303.7,15,10,7,2.6,13,Subcooled,42.5,-42,96.7,16,2,15.55,8.2,-1.7,0.2637088
11329,36.2,0.5245794,1.2,9.2,0.6,1.8,0.2,367,303.7,15,10,7,2.6,13,Subcooled,42.5,-42,96.7,17,2,15.55,8.2,1.6,0.25602165
11330,36.2,0.5245794,1.2,9.2,0.6,1.8,0.2,367,303.7,15,10,7,2.6,13,Subcooled,42.5,-42,96.7,18,2,15.55,8.2,4.9,0.16779178
11331,36.2,0.5245794,1.2,9.2,0.6,1.8,0.2,367,303.7,15,10,7,2.6,13,Subcooled,42.5,-42,96.7,19,3,16.9,-1.65,-1.7,0.27955729
11332,36.2,0.5245794,1.2,9.2,0.6,1.8,0.2,367,303.7,15,10,7,2.6,13,Subcooled,42.5,-42,96.7,20,3,16.9,-1.65,1.6,0.27911142
11333,36.2,0.5245794,1.2,9.2,0.6,1.8,0.2,367,303.7,15,10,7,2.6,13,Subcooled,42.5,-42,96.7,21,3,16.9,-1.65,4.9,0.2444113
11334,36.2,0.5245794,1.2,9.2,0.6,1.8,0.2,367,303.7,15,10,7,2.6,13,Subcooled,42.5,-42,96.7,22,4,16.9,-1.4,5.2,0.20010689
11335,36.2,0.5245794,1.2,9.2,0.6,1.8,0.2,367,303.7,15,10,7,2.6,13,Subcooled,42.5,-42,96.7,23,4,16.9,3.4,5.2,0.12580001
11336,36.2,0.5245794,1.2,9.2,0.6,1.8,0.2,367,303.7,15,10,7,2.6,13,Subcooled,42.5,-42,96.7,24,4,16.9,8.2,5.2,0.0844284
11337,36.2,0.5245794,1.2,9.2,0.6,1.8,0.2,367,303.7,15,10,7,2.6,13,Subcooled,42.5,-42,96.7,25,5,16.9,8.45,-1.7,0.099085853
11338,36.2,0.5245794,1.2,9.2,0.6,1.8,0.2,367,303.7,15,10,7,2.6,13,Subcooled,42.5,-42,96.7,26,5,16.9,8.45,1.6,0.097433142
11339,36.2,0.5245794,1.2,9.2,0.6,1.8,0.2,367,303.7,15,10,7,2.6,13,Subcooled,42.5,-42,96.7,27,5,16.9,8.45,4.9,0.087255165
11340,17.7,0.3415894,0.6,3.8,0.8,0.4,0.6,444.3,318.5,7,7,10,2.8,3,Subcooled,42.5,-42,96.7,1,1,10.15,-2.9,-0.5,0.091210775
11341,17.7,0.3415894,0.6,3.8,0.8,0.4,0.6,444.3,318.5,7,7,10,2.8,3,Subcooled,42.5,-42,96.7,2,1,10.15,-2.9,4.3,0.093143649
11342,17.7,0.3415894,0.6,3.8,0.8,0.4,0.6,444.3,318.5,7,7,10,2.8,3,Subcooled,42.5,-42,96.7,3,1,10.15,-2.9,9.1,0.095240384
11343,17.7,0.3415894,0.6,3.8,0.8,0.4,0.6,444.3,318.5,7,7,10,2.8,3,Subcooled,42.5,-42,96.7,4,1,10.15,0.4,-0.5,0.054229576
11344,17.7,0.3415894,0.6,3.8,0.8,0.4,0.6,444.3,318.5,7,7,10,2.8,3,Subcooled,42.5,-42,96.7,5,1,10.15,0.4,4.3,0.053730767
11345,17.7,0.3415894,0.6,3.8,0.8,0.4,0.6,444.3,318.5,7,7,10,2.8,3,Subcooled,42.5,-42,96.7,6,1,10.15,0.4,9.1,0.044298623
11346,17.7,0.3415894,0.6,3.8,0.8,0.4,0.6,444.3,318.5,7,7,10,2.8,3,Subcooled,42.5,-42,96.7,7,1,10.15,3.7,-0.5,0.042918757
11347,17.7,0.3415894,0.6,3.8,0.8,0.4,0.6,444.3,318.5,7,7,10,2.8,3,Subcooled,42.5,-42,96.7,8,1,10.15,3.7,4.3,0.040676259
11348,17.7,0.3415894,0.6,3.8,0.8,0.4,0.6,444.3,318.5,7,7,10,2.8,3,Subcooled,42.5,-42,96.7,9,1,10.15,3.7,9.1,0.044110347
11349,17.7,0.3415894,0.6,3.8,0.8,0.4,0.6,444.3,318.5,7,7,10,2.8,3,Subcooled,42.5,-42,96.7,10,2,7.25,-2.9,-0.5,0.57652205
11350,17.7,0.3415894,0.6,3.8,0.8,0.4,0.6,444.3,318.5,7,7,10,2.8,3,Subcooled,42.5,-42,96.7,11,2,7.25,-2.9,4.3,0.44412187
11351,17.7,0.3415894,0.6,3.8,0.8,0.4,0.6,444.3,318.5,7,7,10,2.8,3,Subcooled,42.5,-42,96.7,12,2,7.25,-2.9,9.1,0.21947047
11352,17.7,0.3415894,0.6,3.8,0.8,0.4,0.6,444.3,318.5,7,7,10,2.8,3,Subcooled,42.5,-42,96.7,13,2,7.25,0.4,-0.5,0.75088435
11353,17.7,0.3415894,0.6,3.8,0.8,0.4,0.6,444.3,318.5,7,7,10,2.8,3,Subcooled,42.5,-42,96.7,14,2,7.25,0.4,4.3,0.54394817
11354,17.7,0.3415894,0.6,3.8,0.8,0.4,0.6,444.3,318.5,7,7,10,2.8,3,Subcooled,42.5,-42,96.7,15,2,7.25,0.4,9.1,0.26629227
11355,17.7,0.3415894,0.6,3.8,0.8,0.4,0.6,444.3,318.5,7,7,10,2.8,3,Subcooled,42.5,-42,96.7,16,2,7.25,3.7,-0.5,0.53262722
11356,17.7,0.3415894,0.6,3.8,0.8,0.4,0.6,444.3,318.5,7,7,10,2.8,3,Subcooled,42.5,-42,96.7,17,2,7.25,3.7,4.3,0.41905144
11357,17.7,0.3415894,0.6,3.8,0.8,0.4,0.6,444.3,318.5,7,7,10,2.8,3,Subcooled,42.5,-42,96.7,18,2,7.25,3.7,9.1,0.22352754
11358,17.7,0.3415894,0.6,3.8,0.8,0.4,0.6,444.3,318.5,7,7,10,2.8,3,Subcooled,42.5,-42,96.7,19,3,8.7,-3.15,-0.5,0.23021516
11359,17.7,0.3415894,0.6,3.8,0.8,0.4,0.6,444.3,318.5,7,7,10,2.8,3,Subcooled,42.5,-42,96.7,20,3,8.7,-3.15,4.3,0.21640761
11360,17.7,0.3415894,0.6,3.8,0.8,0.4,0.6,444.3,318.5,7,7,10,2.8,3,Subcooled,42.5,-42,96.7,21,3,8.7,-3.15,9.1,0.16657841
11361,17.7,0.3415894,0.6,3.8,0.8,0.4,0.6,444.3,318.5,7,7,10,2.8,3,Subcooled,42.5,-42,96.7,22,4,8.7,-2.9,9.4,0.085860617
11362,17.7,0.3415894,0.6,3.8,0.8,0.4,0.6,444.3,318.5,7,7,10,2.8,3,Subcooled,42.5,-42,96.7,23,4,8.7,0.4,9.4,0.061521966
11363,17.7,0.3415894,0.6,3.8,0.8,0.4,0.6,444.3,318.5,7,7,10,2.8,3,Subcooled,42.5,-42,96.7,24,4,8.7,3.7,9.4,0.07344576
11364,17.7,0.3415894,0.6,3.8,0.8,0.4,0.6,444.3,318.5,7,7,10,2.8,3,Subcooled,42.5,-42,96.7,25,5,8.7,3.95,-0.5,0.1414554
11365,17.7,0.3415894,0.6,3.8,0.8,0.4,0.6,444.3,318.5,7,7,10,2.8,3,Subcooled,42.5,-42,96.7,26,5,8.7,3.95,4.3,0.1249231
11366,17.7,0.3415894,0.6,3.8,0.8,0.4,0.6,444.3,318.5,7,7,10,2.8,3,Subcooled,42.5,-42,96.7,27,5,8.7,3.95,9.1,0.078515828
11367,39.1,0.2571571,2.6,2.8,2.4,1.8,1.8,452.4,345,7,11,5,1.6,19,Subcooled,42.5,-42,96.7,1,1,9.95,-2.9,-2.5,0.29672801
11368,39.1,0.2571571,2.6,2.8,2.4,1.8,1.8,452.4,345,7,11,5,1.6,19,Subcooled,42.5,-42,96.7,2,1,9.95,-2.9,-0.2,0.30345339
11369,39.1,0.2571571,2.6,2.8,2.4,1.8,1.8,452.4,345,7,11,5,1.6,19,Subcooled,42.5,-42,96.7,3,1,9.95,-2.9,2.1,0.37941632
11370,39.1,0.2571571,2.6,2.8,2.4,1.8,1.8,452.4,345,7,11,5,1.6,19,Subcooled,42.5,-42,96.7,4,1,9.95,2.4,-2.5,0.35493413
11371,39.1,0.2571571,2.6,2.8,2.4,1.8,1.8,452.4,345,7,11,5,1.6,19,Subcooled,42.5,-42,96.7,5,1,9.95,2.4,-0.2,0.27348033
11372,39.1,0.2571571,2.6,2.8,2.4,1.8,1.8,452.4,345,7,11,5,1.6,19,Subcooled,42.5,-42,96.7,6,1,9.95,2.4,2.1,0.17951274
11373,39.1,0.2571571,2.6,2.8,2.4,1.8,1.8,452.4,345,7,11,5,1.6,19,Subcooled,42.5,-42,96.7,7,1,9.95,7.7,-2.5,0.12983395
11374,39.1,0.2571571,2.6,2.8,2.4,1.8,1.8,452.4,345,7,11,5,1.6,19,Subcooled,42.5,-42,96.7,8,1,9.95,7.7,-0.2,0.12486263
11375,39.1,0.2571571,2.6,2.8,2.4,1.8,1.8,452.4,345,7,11,5,1.6,19,Subcooled,42.5,-42,96.7,9,1,9.95,7.7,2.1,0.22443408
11376,39.1,0.2571571,2.6,2.8,2.4,1.8,1.8,452.4,345,7,11,5,1.6,19,Subcooled,42.5,-42,96.7,10,2,8.25,-2.9,-2.5,3.0942109
11377,39.1,0.2571571,2.6,2.8,2.4,1.8,1.8,452.4,345,7,11,5,1.6,19,Subcooled,42.5,-42,96.7,11,2,8.25,-2.9,-0.2,1.5769367
11378,39.1,0.2571571,2.6,2.8,2.4,1.8,1.8,452.4,345,7,11,5,1.6,19,Subcooled,42.5,-42,96.7,12,2,8.25,-2.9,2.1,1.639105
11379,39.1,0.2571571,2.6,2.8,2.4,1.8,1.8,452.4,345,7,11,5,1.6,19,Subcooled,42.5,-42,96.7,13,2,8.25,2.4,-2.5,3.2652097
11380,39.1,0.2571571,2.6,2.8,2.4,1.8,1.8,452.4,345,7,11,5,1.6,19,Subcooled,42.5,-42,96.7,14,2,8.25,2.4,-0.2,1.7993057
11381,39.1,0.2571571,2.6,2.8,2.4,1.8,1.8,452.4,345,7,11,5,1.6,19,Subcooled,42.5,-42,96.7,15,2,8.25,2.4,2.1,1.2910743
11382,39.1,0.2571571,2.6,2.8,2.4,1.8,1.8,452.4,345,7,11,5,1.6,19,Subcooled,42.5,-42,96.7,16,2,8.25,7.7,-2.5,2.2536249
11383,39.1,0.2571571,2.6,2.8,2.4,1.8,1.8,452.4,345,7,11,5,1.6,19,Subcooled,42.5,-42,96.7,17,2,8.25,7.7,-0.2,2.1453874
11384,39.1,0.2571571,2.6,2.8,2.4,1.8,1.8,452.4,345,7,11,5,1.6,19,Subcooled,42.5,-42,96.7,18,2,8.25,7.7,2.1,0.93047827
11385,39.1,0.2571571,2.6,2.8,2.4,1.8,1.8,452.4,345,7,11,5,1.6,19,Subcooled,42.5,-42,96.7,19,3,9.1,-3.15,-2.5,1.7507312
11386,39.1,0.2571571,2.6,2.8,2.4,1.8,1.8,452.4,345,7,11,5,1.6,19,Subcooled,42.5,-42,96.7,20,3,9.1,-3.15,-0.2,1.6937773
11387,39.1,0.2571571,2.6,2.8,2.4,1.8,1.8,452.4,345,7,11,5,1.6,19,Subcooled,42.5,-42,96.7,21,3,9.1,-3.15,2.1,1.150884
11388,39.1,0.2571571,2.6,2.8,2.4,1.8,1.8,452.4,345,7,11,5,1.6,19,Subcooled,42.5,-42,96.7,22,4,9.1,-2.9,2.4,0.5713774
11389,39.1,0.2571571,2.6,2.8,2.4,1.8,1.8,452.4,345,7,11,5,1.6,19,Subcooled,42.5,-42,96.7,23,4,9.1,2.4,2.4,0.41457543
11390,39.1,0.2571571,2.6,2.8,2.4,1.8,1.8,452.4,345,7,11,5,1.6,19,Subcooled,42.5,-42,96.7,24,4,9.1,7.7,2.4,0.37058866
11391,39.1,0.2571571,2.6,2.8,2.4,1.8,1.8,452.4,345,7,11,5,1.6,19,Subcooled,42.5,-42,96.7,25,5,9.1,7.95,-2.5,0.44716394
11392,39.1,0.2571571,2.6,2.8,2.4,1.8,1.8,452.4,345,7,11,5,1.6,19,Subcooled,42.5,-42,96.7,26,5,9.1,7.95,-0.2,0.44864237
11393,39.1,0.2571571,2.6,2.8,2.4,1.8,1.8,452.4,345,7,11,5,1.6,19,Subcooled,42.5,-42,96.7,27,5,9.1,7.95,2.1,0.41449589
11394,31.7,0.5051849,1.8,9.4,0.6,1.4,0.2,311.8,337.6,14,6,16,1.8,6,Subcooled,42.5,-42,96.7,1,1,16.75,-1.4,-1.3,0.099941842
11395,31.7,0.5051849,1.8,9.4,0.6,1.4,0.2,311.8,337.6,14,6,16,1.8,6,Subcooled,42.5,-42,96.7,2,1,16.75,-1.4,6.5,0.10160579
11396,31.7,0.5051849,1.8,9.4,0.6,1.4,0.2,311.8,337.6,14,6,16,1.8,6,Subcooled,42.5,-42,96.7,3,1,16.75,-1.4,14.3,0.078320757
